Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime
Mere Baap Pehle Aap,13 Jun 2008,2.77 Cr,9.96 Cr,15.27 Cr,22.71 Cr
Sarkar Raj,06 Jun 2008,4.97 Cr,16.42 Cr,23.83 Cr,34.31 Cr
Jannat,16 May 2008,2.64 Cr,8.97 Cr,14.24 Cr,30.10 Cr
Bhoothnath,09 May 2008,2.45 Cr,8.64 Cr,13.62 Cr,23.89 Cr
Mr. White Mr. Black,02 May 2008,0.55 Cr,1.78 Cr,2.49 Cr,2.81 Cr
Tashan,25 Apr 2008,3.92 Cr,1.22 Cr,18.68 Cr,29.35 Cr
Krazzy 4,11 Apr 2008,2.73 Cr,8.96 Cr,13.59 Cr,19.59 Cr
U Me Aur Hum,11 Apr 2008,2.21 Cr,7.59 Cr,12.08 Cr,20.98 Cr
One Two Three,28 Mar 2008,2.15 Cr,7.53 Cr,11.46 Cr,17.12 Cr
Race,21 Mar 2008,6.32 Cr,21.06 Cr,33.33 Cr,60.83 Cr
Black & White,07 Mar 2008,0.55 Cr,2.01 Cr,3.32 Cr,5.31 Cr
Jodhaa Akbar,15 Feb 2008,3.81 Cr,13.32 Cr,21.83 Cr,56.04 Cr
Mithya,08 Feb 2008,0.48 Cr,1.79 Cr,2.99 Cr,5.19 Cr
Sunday,25 Jan 2008,2.31 Cr,7.78 Cr,12.03 Cr,20.30 Cr
Halla Bol,11 Jan 2008,1.87 Cr,6.28 Cr,9.27 Cr,12.75 Cr
Bolo Raam,31 Dec 2009,N.A. Cr,N.A. Cr,N.A. Cr,0.41 Cr
Accident on Hill Road,31 Dec 2009,N.A. Cr,N.A. Cr,N.A. Cr,0.72 Cr
"Raat Gayi, Baat Gayi?",31 Dec 2009,N.A. Cr,N.A. Cr,N.A. Cr,0.64 Cr
3 Idiots,25 Dec 2009,12.78 Cr,40.65 Cr,79.07 Cr,202.95 Cr
World Cupp 2011,18 Dec 2009,N.A. Cr,N.A. Cr,N.A. Cr,0.11 Cr
Paa,04 Dec 2009,2.15 Cr,10.90 Cr,16.00 Cr,30.49 Cr
Radio,03 Dec 2009,N.A. Cr,N.A. Cr,N.A. Cr,1.09 Cr
De Dana Dan,27 Nov 2009,0 Cr N.A,21.37 Cr,34.31 Cr,48.01 Cr
Marega Salaa,20 Nov 2009,N.A. Cr,N.A. Cr,N.A. Cr,0.13 Cr
Kurbaan,20 Nov 2009,0 Cr N.A,11.43 Cr,17.34 Cr,27.09 Cr
Tum Mile,13 Nov 2009,0 Cr N.A,5.75 Cr,9.24 Cr,9.28 Cr
Aao Wish Karein,13 Nov 2009,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.02 Cr
2012 (English),12 Nov 2009,0 Cr N.A,0 Cr N.A,0 Cr N.A,63.75 Cr
Rocket Singh – Salesman Of The Year,12 Nov 2009,0 Cr N.A,8.60 Cr,13.81 Cr,16.55 Cr
Jail,06 Nov 2009,0 Cr N.A,0 Cr N.A,0 Cr N.A,7.69 Cr
Ajab Prem Ki Ghazab Kahani,06 Nov 2009,6.64 Cr,22.52 Cr,35.83 Cr,64.60 Cr
London Dreams,30 Oct 2009,0 Cr N.A,14.60 Cr,23.36 Cr,28.96 Cr
Aladin,30 Oct 2009,0 Cr N.A,2.93 Cr,4.69 Cr,5.82 Cr
Main Aurr Mrs Khanna,16 Oct 2009,1.64 Cr,4.42 Cr,6.86 Cr,7.40 Cr
Blue,16 Oct 2009,5.83 Cr,18.07 Cr,29.72 Cr,38.55 Cr
All The Best,16 Oct 2009,1.82 Cr,12.38 Cr,22.14 Cr,41.41 Cr
Acid Factory,09 Oct 2009,0.61 Cr,1.93 Cr,3.76 Cr,3.80 Cr
Short Kut – The Con is On,07 Oct 2009,1.37 Cr,4.48 Cr,6.51 Cr,7.69 Cr
Do Knot Disturb,02 Oct 2009,3.63 Cr,9.22 Cr,13.00 Cr,16.93 Cr
Wake Up Sid,02 Oct 2009,3.66 Cr,10.42 Cr,15.68 Cr,27.95 Cr
What’s Your Raashee?,25 Sep 2009,1.61 Cr,5.95 Cr,8.62 Cr,10.13 Cr
Dil Bole Hadippa!,18 Sep 2009,3.42 Cr,11.82 Cr,17.59 Cr,23.35 Cr
Wanted,18 Sep 2009,5.10 Cr,15.57 Cr,33.63 Cr,60.24 Cr
Aagey Se Right,04 Sep 2009,0.52 Cr,1.71 Cr,2.57 Cr,3.04 Cr
Fox,04 Sep 2009,0.59 Cr,1.81 Cr,2.52 Cr,2.87 Cr
Quick Gun Murugun,28 Aug 2009,0.27 Cr,0.93 Cr,1.37 Cr,1.87 Cr
Daddy Cool,28 Aug 2009,0.86 Cr,2.79 Cr,3.99 Cr,4.44 Cr
Life Partner,14 Aug 2009,1.58 Cr,5.79 Cr,9.86 Cr,20.67 Cr
Kaminey,14 Aug 2009,4.39 Cr,14.82 Cr,24.60 Cr,41.52 Cr
Agyaat,07 Aug 2009,1.23 Cr,3.57 Cr,5.18 Cr,5.33 Cr
Teree Sang,07 Aug 2009,0.31 Cr,1.08 Cr,1.69 Cr,1.97 Cr
Love Aaj Kal,31 Jul 2009,8.02 Cr,27.86 Cr,42.80 Cr,66.56 Cr
Luck,24 Jul 2009,3.71 Cr,11.18 Cr,16.49 Cr,21.03 Cr
Partner,20 Jul 2009,5.38 Cr,16.57 Cr,27.74 Cr,60.05 Cr
Jashnn,17 Jul 2009,0.61 Cr,1.88 Cr,2.69 Cr,2.84 Cr
Kambakkht Ishq,03 Jul 2009,7.42 Cr,22.62 Cr,33.10 Cr,47.09 Cr
New York,26 Jun 2009,5.62 Cr,17.42 Cr,27.36 Cr,45.39 Cr
Paying Guests,19 Jun 2009,1.00 Cr,3.33 Cr,4.64 Cr,5.55 Cr
Kal Kissne Dekha,12 Jun 2009,1.03 Cr,3.34 Cr,4.75 Cr,5.67 Cr
99,15 May 2009,0.76 Cr,2.97 Cr,4.56 Cr,10.78 Cr
8×10 Tasveer,03 Apr 2009,1.89 Cr,6.15 Cr,9.16 Cr,15.41 Cr
Ek – The Power of One,27 Mar 2009,1.00 Cr,3.22 Cr,4.71 Cr,6.31 Cr
Aa Dekhen Zara,27 Mar 2009,0.85 Cr,2.85 Cr,4.23 Cr,6.16 Cr
Aloo Chaat,20 Mar 2009,0.56 Cr,2.00 Cr,3.11 Cr,4.86 Cr
Jai Veeru,13 Mar 2009,0.59 Cr,1.73 Cr,2.48 Cr,2.79 Cr
Gulaal,13 Mar 2009,0.75 Cr,2.29 Cr,3.33 Cr,4.31 Cr
13B,06 Mar 2009,0.88 Cr,3.10 Cr,4.77 Cr,7.37 Cr
Dhoondte Reh Jaoge,06 Mar 2009,0 Cr N.A,0 Cr N.A,4.74 Cr,6.30 Cr
Delhi-6,20 Feb 2009,4.77 Cr,15.43 Cr,22.20 Cr,30.70 Cr
Billu,13 Feb 2009,3.78 Cr,12.05 Cr,17.53 Cr,22.92 Cr
Dev D,06 Feb 2009,1.34 Cr,5.34 Cr,8.47 Cr,15.30 Cr
Luck By Chance,30 Jan 2009,1.72 Cr,5.97 Cr,9.16 Cr,12.25 Cr
Raaz – The Mystery Continues,23 Jan 2009,3.95 Cr,11.92 Cr,19.58 Cr,25.50 Cr
Chandni Chowk To China,16 Jan 2009,5.57 Cr,17.87 Cr,25.37 Cr,29.46 Cr
Trump Card,01 Jan 2009,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.02 Cr
Love com,01 Jan 2009,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.17 Cr
Raja Ki Aayegi Baaraat,01 Jan 2009,0.17 Cr,0.56 Cr,0.97 Cr,3.15 Cr
Shaabash! You Can Do It,01 Jan 2009,N.A. Cr,N.A. Cr,N.A. Cr,N.A. Cr
Ada… a way of life,31 Dec 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Toonpur Ka Superrhero,24 Dec 2010,N.A. Cr,1.40 Cr,2.37 Cr,3.55 Cr
Isi Life Mein,24 Dec 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.65 Cr
Tees Maar Khan,24 Dec 2010,13.00 Cr,38.25 Cr,49.75 Cr,60.91 Cr
Kaalo,17 Dec 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.60 Cr
332 Mumbai To India,17 Dec 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.25 Cr
Mirch,17 Dec 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.89 Cr
Payback,17 Dec 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.25 Cr
No Problem,10 Dec 2010,4.50 Cr,16.50 Cr,23.43 Cr,28.00 Cr
Band Baaja Baaraat,10 Dec 2010,0.95 Cr,5.20 Cr,9.40 Cr,17.08 Cr
Phas Gaye Re Obama,03 Dec 2010,0.22 Cr,1.20 Cr,2.05 Cr,2.45 Cr
Rakht Charitra – 2,03 Dec 2010,N.A. Cr,N.A. Cr,N.A. Cr,3.86 Cr
Khelein Hum Jee Jaan Sey,03 Dec 2010,0 Cr N.A,3.25 Cr,5.01 Cr,5.01 Cr
Khuda Kasam,26 Nov 2010,0 Cr N.A,0.36 Cr,0.57 Cr,1.51 Cr
Allah Ke Banday,26 Nov 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.52 Cr
Spanish Beauty/A Beautiful Wife,26 Nov 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.06 Cr
Break Ke Baad,26 Nov 2010,3.00 Cr,10.50 Cr,15.00 Cr,17.64 Cr
Hisss,22 Nov 2010,N.A. Cr,N.A. Cr,N.A. Cr,7.21 Cr
Diwangi Ne Had Kar Di,19 Nov 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.10 Cr
Guzaarish,19 Nov 2010,4.00 Cr,15.00 Cr,22.00 Cr,29.32 Cr
Shahrukh Bola Khoobsurat Hai Tu,19 Nov 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.11 Cr
Dunno Y Na Jaane Kyun…,12 Nov 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.05 Cr
Ramaa – The Saviour,12 Nov 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.15 Cr
A Flat,12 Nov 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.37 Cr
Golmaal 3,05 Nov 2010,8.00 Cr,33.58 Cr,62.19 Cr,106.34 Cr
Action Replayy,05 Nov 2010,2.75 Cr,16.75 Cr,23.40 Cr,29.06 Cr
Musaa,29 Oct 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.02 Cr
Nakshatra,29 Oct 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.16 Cr
Maalik Ek,29 Oct 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.05 Cr
Daayen Ya Baayen,29 Oct 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.04 Cr
Dus Tola,22 Oct 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.11 Cr
Rakht Charitra – I,22 Oct 2010,N.A. Cr,N.A. Cr,N.A. Cr,9.04 Cr
Jhootha Hi Sahi,22 Oct 2010,N.A. Cr,5.00 Cr,7.49 Cr,10.91 Cr
Kajraare,15 Oct 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Aakrosh,15 Oct 2010,0 Cr N.A,7.73 Cr,12.35 Cr,13.64 Cr
Knock Out,15 Oct 2010,0 Cr N.A,3.91 Cr,6.28 Cr,7.17 Cr
Ramayana – The Epic,15 Oct 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.36 Cr
Do Dooni Chaar,08 Oct 2010,N.A. Cr,N.A. Cr,N.A. Cr,4.32 Cr
Lava Kusa,08 Oct 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.20 Cr
Crook: It’s Good To Be Bad,08 Oct 2010,0 Cr N.A,7.00 Cr,11.05 Cr,12.40 Cr
Khichdi – The Movie,01 Oct 2010,0.75 Cr,3.58 Cr,5.04 Cr,5.10 Cr
Benny and Babloo,01 Oct 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,8.46 Cr
Robot,01 Oct 2010,0 Cr N.A,7.74 Cr,12.37 Cr,23.84 Cr
Anjaana Anjaani,01 Oct 2010,7.00 Cr,20.51 Cr,33.00 Cr,40.29 Cr
Life Express,17 Sep 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.05 Cr
For Real,17 Sep 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.08 Cr
Dabangg,10 Sep 2010,14.50 Cr,48.50 Cr,81.00 Cr,138.88 Cr
The Film Emotional Atyachar,03 Sep 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.98 Cr
Mallika,03 Sep 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.01 Cr
We Are Family,02 Sep 2010,2.70 Cr,14.20 Cr,17.86 Cr,21.64 Cr
Gumshuda,27 Aug 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.05 Cr
Geng – The Adventure Begins,27 Aug 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.02 Cr
Hello Darling,27 Aug 2010,N.A. Cr,N.A. Cr,N.A. Cr,2.97 Cr
Antardwand,27 Aug 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.25 Cr
Soch Lo,27 Aug 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.05 Cr
Aashayein,27 Aug 2010,N.A. Cr,1.25 Cr,2.05 Cr,2.54 Cr
Madholal Keep Walking,27 Aug 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.06 Cr
Kis Hudh Tak…,20 Aug 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Lafangey Parindey,20 Aug 2010,0 Cr N.A,10.50 Cr,17.25 Cr,21.77 Cr
And Once Again,20 Aug 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.12 Cr
PEEPLI [Live],13 Aug 2010,0 Cr N.A,16.00 Cr,22.00 Cr,30.41 Cr
Help,13 Aug 2010,0 Cr N.A,1.34 Cr,2.36 Cr,2.58 Cr
Aisha,06 Aug 2010,3.65 Cr,13.43 Cr,17.40 Cr,17.55 Cr
Once Upon A Time In Mumbaai,30 Jul 2010,6.05 Cr,22.01 Cr,34.20 Cr,55.47 Cr
Khatta Meetha,23 Jul 2010,7.00 Cr,23.00 Cr,32.91 Cr,38.66 Cr
Lamhaa,16 Jul 2010,N.A. Cr,6.00 Cr,8.45 Cr,9.08 Cr
Udaan,16 Jul 2010,N.A. Cr,1.25 Cr,2.50 Cr,3.35 Cr
Tere Bin Laden,16 Jul 2010,0.90 Cr,3.74 Cr,5.61 Cr,7.94 Cr
Milenge Milenge,09 Jul 2010,2.24 Cr,7.54 Cr,10.45 Cr,11.00 Cr
Red Alert – The War Within,09 Jul 2010,N.A. Cr,N.A. Cr,N.A. Cr,1.55 Cr
I Hate Luv Storys,02 Jul 2010,7.00 Cr,23.00 Cr,33.13 Cr,43.17 Cr
Mr. Singh Mrs. Mehta,25 Jun 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.22 Cr
Krantiveer-The Revolution,25 Jun 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.76 Cr
www.Love.com,25 Jun 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.17 Cr
Raavan,18 Jun 2010,0 Cr N.A,16.50 Cr,23.58 Cr,29.17 Cr
The Camp,11 Jun 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.05 Cr
Ek Second… Jo Zindagi Badal De?,11 Jun 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.23 Cr
Raajneeti,04 Jun 2010,10.50 Cr,33.63 Cr,56.00 Cr,93.66 Cr
Ashok Chakra,28 May 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.05 Cr
Kites,21 May 2010,10.40 Cr,30.50 Cr,40.90 Cr,49.27 Cr
Admissions Open,14 May 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.07 Cr
Vroom,14 May 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.06 Cr
Kushti,14 May 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.43 Cr
Bumm Bumm Bole,14 May 2010,N.A. Cr,N.A. Cr,N.A. Cr,1.09 Cr
Bal Hanuman 2,14 May 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.25 Cr
Badmaash Company,07 May 2010,0 Cr N.A,13.03 Cr,20.84 Cr,35.41 Cr
It’s a Wonderful Afterlife,07 May 2010,N.A. Cr,N.A. Cr,N.A. Cr,1.09 Cr
Do Dilon Ke Khel Mein,06 May 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.03 Cr
Housefull,30 Apr 2010,10.00 Cr,29.80 Cr,52.30 Cr,75.62 Cr
Chase,29 Apr 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.35 Cr
Kuchh Kariye,23 Apr 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.05 Cr
City Of Gold,23 Apr 2010,N.A. Cr,N.A. Cr,N.A. Cr,2.01 Cr
Muskurake Dekh Zara,23 Apr 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.30 Cr
Apartment,23 Apr 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.21 Cr
Mumbai 118,23 Apr 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.11 Cr
Bird Idol,23 Apr 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.29 Cr
Paathshaala,16 Apr 2010,N.A. Cr,5.25 Cr,8.35 Cr,21.62 Cr
Phoonk 2,16 Apr 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,7.50 Cr
Jaane Kahan Se Aayi Hai,09 Apr 2010,0.00 Cr,2.00 Cr,3.22 Cr,4.57 Cr
The Japanese Wife,09 Apr 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.49 Cr
Prince,09 Apr 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,28.45 Cr
Tum Milo Toh Sahi,02 Apr 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.52 Cr
Sadiyaan,02 Apr 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.69 Cr
The Great Indian Butterfly,02 Apr 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.04 Cr
Pankh,02 Apr 2010,0 Cr N.A,0.17 Cr,0.17 Cr,0.21 Cr
My Friend Ganesha 3,26 Mar 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.23 Cr
Well Done Abba,26 Mar 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.74 Cr
Prem Kaa Game,26 Mar 2010,N.A. Cr,N.A. Cr,N.A. Cr,N.A. Cr
Hum Tum Aur Ghost,26 Mar 2010,0 Cr N.A,2.50 Cr,0 Cr N.A,5.09 Cr
Mittal V/S Mittal,26 Mar 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.20 Cr
Lahore,19 Mar 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.05 Cr
Idiot Box,19 Mar 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.03 Cr
Shaapit,19 Mar 2010,0 Cr N.A,0 Cr N.A,6.05 Cr,9.48 Cr
Love Sex Aur Dhokha,19 Mar 2010,0 Cr N.A,4.25 Cr,6.40 Cr,9.78 Cr
Na Ghar Ke Na Ghaat Ke,12 Mar 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.82 Cr
Swaha,12 Mar 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Right Yaaa Wrong,12 Mar 2010,N.A. Cr,1.93 Cr,3.07 Cr,4.11 Cr
Hide & Seek,12 Mar 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.56 Cr
Atithi Tum Kab Jaoge?,05 Mar 2010,0 Cr N.A,11.86 Cr,18.93 Cr,41.12 Cr
Rokkk,05 Mar 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.93 Cr
Thanks Maa,05 Mar 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.11 Cr
Hello Zindagi,05 Mar 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Teen Patti,26 Feb 2010,0 Cr N.A,3.84 Cr,6.11 Cr,6.77 Cr
Karthik Calling Karthik,26 Feb 2010,0 Cr N.A,8.92 Cr,14.27 Cr,26.92 Cr
Toh Baat Pakki,19 Feb 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.24 Cr
Click,19 Feb 2010,N.A. Cr,N.A. Cr,N.A. Cr,2.46 Cr
My Name Is Khan,12 Feb 2010,8.00 Cr,30.00 Cr,48.45 Cr,82.52 Cr
"Road, Movie",05 Feb 2010,N.A. Cr,0.83 Cr,1.32 Cr,2.23 Cr
Phaans – Ek Jasoos Ki Kahani,05 Feb 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Striker,05 Feb 2010,N.A. Cr,0.80 Cr,0.00 Cr,0.84 Cr
Rann,29 Jan 2010,0 Cr N.A,4.73 Cr,7.55 Cr,7.85 Cr
Ishqiya,29 Jan 2010,0 Cr N.A,9.33 Cr,13.22 Cr,28.55 Cr
Veer,22 Jan 2010,7.00 Cr,19.57 Cr,31.82 Cr,46.00 Cr
Chance Pe Dance,15 Jan 2010,N.A. Cr,6.00 Cr,9.55 Cr,20.62 Cr
Bhavnao Ko Samjho,15 Jan 2010,N.A. Cr,N.A. Cr,N.A. Cr,0.02 Cr
Hello Hum Lallann Bol Rahe Hain,15 Jan 2010,N.A. Cr,0.00 Cr,N.A. Cr,0.03 Cr
Mission 11 Jul,15 Jan 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.02 Cr
Dulha Mil Gaya,08 Jan 2010,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.15 Cr
Pyaar Impossible,08 Jan 2010,0 Cr N.A,2.96 Cr,4.75 Cr,6.27 Cr
Ek Aadat,30 Nov 2009,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Kya Yahi Sach Hai,30 Dec 2011,0 Cr N.A,0 Cr N.A,0.19 Cr,0.20 Cr
Don Ke Baad Kaun?,23 Dec 2011,N.A. Cr,N.A. Cr,N.A. Cr,0.06 Cr
Don 2,23 Dec 2011,15.30 Cr,48.39 Cr,75.51 Cr,106.71 Cr
Pappu Can’t Dance Saala,16 Dec 2011,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.37 Cr
Faraar,16 Dec 2011,N.A. Cr,N.A. Cr,N.A. Cr,N.A. Cr
Jo Hum Chahein,16 Dec 2011,N.A. Cr,N.A. Cr,0.23 Cr,0.23 Cr
Ye Stupid Pyar,09 Dec 2011,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.01 Cr
Lanka,09 Dec 2011,N.A. Cr,N.A. Cr,0.51 Cr,0.52 Cr
Ladies VS Ricky Bahl,09 Dec 2011,4.74 Cr,16.54 Cr,24.93 Cr,32.97 Cr
The Dirty Picture,02 Dec 2011,9.54 Cr,32.70 Cr,52.50 Cr,80.00 Cr
I Am Singh,02 Dec 2011,N.A. Cr,N.A. Cr,0.35 Cr,0.37 Cr
Ek Main Ek Tum,01 Dec 2011,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Desi Boyz,25 Nov 2011,8.00 Cr,25.50 Cr,35.27 Cr,42.40 Cr
Dam 999,25 Nov 2011,N.A. Cr,N.A. Cr,0.81 Cr,1.13 Cr
Shakal Pe Mat Ja,18 Nov 2011,0 Cr N.A,0 Cr N.A,0.35 Cr,0.39 Cr
Who’s There?,18 Nov 2011,N.A. Cr,N.A. Cr,N.A. Cr,0.03 Cr
Rockstar,11 Nov 2011,10.60 Cr,33.60 Cr,49.01 Cr,62.00 Cr
Tension Doooor,04 Nov 2011,0 Cr N.A,0 Cr N.A,0.01 Cr,0.02 Cr
Na Jaane Kabse..,04 Nov 2011,N.A. Cr,N.A. Cr,0.02 Cr,0.03 Cr
Miley Naa Miley Hum,04 Nov 2011,N.A. Cr,0.46 Cr,0.71 Cr,0.77 Cr
Loot,04 Nov 2011,0 Cr N.A,0 Cr N.A,3.12 Cr,3.42 Cr
Tell Me O Kkhuda,27 Oct 2011,N.A. Cr,N.A. Cr,0.93 Cr,1.28 Cr
Damadamm!,27 Oct 2011,N.A. Cr,N.A. Cr,0.86 Cr,1.07 Cr
Ra.One,26 Oct 2011,18.50 Cr,92.00 Cr,99.00 Cr,114.29 Cr
Be-Careful,21 Oct 2011,0 Cr N.A,0 Cr N.A,0.26 Cr,0.30 Cr
Aazaan,14 Oct 2011,N.A. Cr,N.A. Cr,1.67 Cr,2.31 Cr
My Friend Pinto,14 Oct 2011,0 Cr N.A,0 Cr N.A,1.45 Cr,1.91 Cr
Jo Dooba So Paar – It’s Love in Bihar!,14 Oct 2011,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.28 Cr
Mujhse Fraaandship Karoge,14 Oct 2011,0.50 Cr,2.18 Cr,3.70 Cr,5.12 Cr
Mod,14 Oct 2011,N.A. Cr,N.A. Cr,0.41 Cr,0.51 Cr
Love Breakups Zindagi,07 Oct 2011,N.A. Cr,N.A. Cr,1.42 Cr,1.70 Cr
Soundtrack,07 Oct 2011,0 Cr N.A,0 Cr N.A,0.43 Cr,0.53 Cr
9 Eleven,07 Oct 2011,N.A. Cr,N.A. Cr,0.02 Cr,0.03 Cr
Rascals,06 Oct 2011,0 Cr N.A,23.50 Cr,27.68 Cr,32.60 Cr
Saheb Biwi Aur Gangster,30 Sep 2011,0 Cr N.A,3.75 Cr,5.77 Cr,10.40 Cr
Tere Mere Phere,30 Sep 2011,0 Cr N.A,0 Cr N.A,0.54 Cr,0.65 Cr
Force,30 Sep 2011,5.05 Cr,16.00 Cr,24.52 Cr,27.29 Cr
Chargesheet,30 Sep 2011,N.A. Cr,N.A. Cr,0.02 Cr,0.03 Cr
Hum Tum Shabana,30 Sep 2011,N.A. Cr,1.20 Cr,1.90 Cr,2.34 Cr
Speedy Singhs,23 Sep 2011,N.A. Cr,N.A. Cr,3.25 Cr,3.52 Cr
Mausam,23 Sep 2011,0 Cr N.A,20.75 Cr,28.49 Cr,29.75 Cr
U R My Jaan,23 Sep 2011,0 Cr N.A,0 Cr N.A,0.06 Cr,0.09 Cr
Rivaaz,16 Sep 2011,N.A. Cr,N.A. Cr,0.22 Cr,0.33 Cr
Mere Brother Ki Dulhan,09 Sep 2011,7.40 Cr,25.90 Cr,38.99 Cr,58.70 Cr
That Girl in Yellow Boots,02 Sep 2011,N.A. Cr,N.A. Cr,N.A. Cr,2.14 Cr
Bol,31 Aug 2011,0 Cr N.A,0 Cr N.A,1.27 Cr,2.05 Cr
Bodyguard,31 Aug 2011,21.60 Cr,88.75 Cr,115.00 Cr,148.86 Cr
Mummy Punjabi,31 Aug 2011,N.A. Cr,N.A. Cr,0.16 Cr,0.20 Cr
Shabri,26 Aug 2011,0 Cr N.A,0 Cr N.A,0.27 Cr,0.37 Cr
Stand By,26 Aug 2011,N.A. Cr,N.A. Cr,0.25 Cr,0.35 Cr
Chitkabrey – Shades Of Grey,26 Aug 2011,0 Cr N.A,0 Cr N.A,0.15 Cr,0.26 Cr
Yeh Dooriyan,26 Aug 2011,N.A. Cr,N.A. Cr,0.26 Cr,0.37 Cr
Not A Love Story,19 Aug 2011,N.A. Cr,N.A. Cr,3.50 Cr,4.11 Cr
Sahi Dhandhe Galat Bande,19 Aug 2011,0 Cr N.A,0 Cr N.A,0.61 Cr,0.65 Cr
5ters – Castle Of Dark Master,19 Aug 2011,N.A. Cr,N.A. Cr,N.A. Cr,0.01 Cr
Chatur Singh Two Star,19 Aug 2011,N.A. Cr,1.61 Cr,2.60 Cr,3.26 Cr
